Salary,Loyalty Card,CLV,Enrollment Year,Enrollment Month,Lifetime_Flights,Lifetime_Distance,Lifetime_Points_Accumulated,Lifetime_Points_Redeemed,Avg_Monthly_Flights,Avg_Monthly_Distance,sixmonth_avg_flights,sixmonth_avg_distance,Gender_Male,Marital Status_Married,Marital Status_Single,Education_College,Education_Doctor,Education_High School or Below,Education_Master,Province_British Columbia,Province_Manitoba,Province_New Brunswick,Province_Newfoundland,Province_Nova Scotia,Province_Ontario,Province_Prince Edward Island,Province_Quebec,Province_Saskatchewan,Province_Yukon,Enrollment Type_Standard,Actual Churn,Churn Probability,Marketing Segment
49960.0,1,7297.69,2015,12,40,63847,63847.0,1623,1.6666666666666667,2660.2916666666665,1.5,2112.3333333333335,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0.05,Best Customers
95341.0,2,3371.86,2015,9,33,55450,55450.0,1410,1.375,2310.4166666666665,1.3333333333333333,2481.9166666666665,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0.0,Only uses when discounts
47921.0,1,4210.1,2017,10,24,38238,38238.0,1614,1.0,1593.25,0.6666666666666666,864.5833333333334,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0.03,Only uses when discounts
70858.0,1,8022.69,2012,11,19,31167,31167.0,0,0.7916666666666666,1298.625,0.3333333333333333,433.1666666666667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.13,Only uses when discounts
100980.0,2,3350.69,2016,10,44,68851,68851.0,658,1.8333333333333333,2868.7916666666665,2.0833333333333335,3569.1666666666665,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,0.01,Best Customers
267238.0,1,2331.33,2013,9,37,54760,54760.0,1552,1.5416666666666667,2281.6666666666665,1.5,2368.8333333333335,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,0,0.03,Best Customers
73544.0,2,6507.75,2014,11,44,66764,66764.0,507,1.8333333333333333,2781.8333333333335,2.25,3251.9166666666665,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0.03,Best Customers
73544.0,1,14703.13,2018,6,11,15197,15197.0,0,0.4583333333333333,633.2083333333334,0.0,0.0,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0.06,Only uses when discounts
90265.0,1,2551.23,2014,12,45,63192,63192.0,1255,1.875,2633.0,1.75,2534.5833333333335,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.01,Best Customers
99054.0,1,9161.66,2016,12,47,62444,62444.0,916,1.9583333333333333,2601.8333333333335,2.0833333333333335,2348.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.01,Best Customers
73455.0,2,8923.11,2014,7,43,60294,60294.0,1036,1.7916666666666667,2512.25,1.8333333333333333,2429.75,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.0,Best Customers
93211.0,1,4508.86,2018,4,53,90996,136494.0,914,4.818181818181818,8272.363636363636,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.08,Best Customers
200870.0,2,2758.33,2013,11,35,54691,54691.0,1672,1.4583333333333333,2278.7916666666665,1.8333333333333333,2920.75,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.04,Best Customers
50879.0,1,3933.81,2012,5,44,71951,71951.0,432,1.8333333333333333,2997.9583333333335,2.0833333333333335,3675.5833333333335,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0.01,Best Customers
73544.0,1,4196.65,2016,5,32,48149,48149.0,417,1.3333333333333333,2006.2083333333333,0.6666666666666666,993.5,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0.02,Only uses when discounts
64661.0,2,4943.39,2012,9,48,76455,76455.0,1425,2.0,3185.625,1.5,2358.4166666666665,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.01,Best Customers
73008.0,2,2738.0,2014,11,21,36834,36834.0,0,0.875,1534.75,0.5,986.25,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.07,Only uses when discounts
52496.0,1,2585.21,2018,11,40,71066,71066.0,972,1.6666666666666667,2961.0833333333335,1.4166666666666667,2307.0833333333335,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.02,Best Customers
81115.0,2,12349.7,2013,8,31,48367,48367.0,1156,1.2916666666666667,2015.2916666666667,1.3333333333333333,1525.3333333333333,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0.01,Only uses when discounts
73455.0,3,7444.94,2015,11,70,113928,113928.0,535,2.9166666666666665,4747.0,2.75,4481.666666666667,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.01,Best Customers
97100.0,2,5383.67,2017,6,30,54709,54709.0,2010,1.25,2279.5416666666665,0.6666666666666666,1119.6666666666667,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,0.02,Only uses when discounts
97324.0,1,3500.45,2018,1,18,26016,26016.0,579,0.75,1084.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.08,Only uses when discounts
45229.0,1,4770.55,2013,12,0,0,0.0,0,0.0,0.0,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1,0.99,Lowest Value customers
68454.0,3,19363.53,2016,3,0,0,0.0,0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1.0,Lowest Value customers
59669.0,1,5209.95,2016,8,37,56195,56195.0,1242,1.5416666666666667,2341.4583333333335,1.25,1599.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.02,Best Customers
88674.0,1,7910.87,2015,9,0,0,0.0,0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,1.0,Lowest Value customers
73455.0,2,4734.26,2014,3,40,55078,55078.0,1008,1.6666666666666667,2294.9166666666665,1.6666666666666667,2540.25,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.0,Best Customers
78461.0,1,5600.01,2015,12,38,46528,46528.0,1514,1.5833333333333333,1938.6666666666667,1.6666666666666667,1775.25,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.01,Best Customers
73455.0,2,14274.55,2017,7,31,52513,52513.0,1485,1.2916666666666667,2188.0416666666665,0.4166666666666667,648.0833333333334,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.02,Only uses when discounts
75337.0,3,19278.82,2012,9,38,50868,50868.0,1039,1.5833333333333333,2119.5,1.3333333333333333,1623.8333333333333,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0.0,Best Customers
73328.0,2,12489.21,2014,12,0,0,0.0,0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1.0,Lowest Value customers
53225.0,2,4177.67,2016,9,30,47608,47608.0,1782,1.25,1983.6666666666667,1.0833333333333333,1626.8333333333333,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.01,Only uses when discounts
72819.0,2,10759.4,2014,3,35,53982,53982.0,1021,1.4583333333333333,2249.25,1.4166666666666667,2438.0833333333335,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.0,Best Customers
48201.0,2,5326.5,2018,4,11,25114,37671.0,347,1.0,2283.090909090909,0.0,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.22,Only uses when discounts
67018.0,3,43290.5,2016,11,42,56874,56874.0,1302,1.75,2369.75,1.5833333333333333,2237.75,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,0,0.0,Best Customers
77134.0,1,2784.97,2016,7,37,56512,56512.0,2417,1.5416666666666667,2354.6666666666665,1.5,1757.4166666666667,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,0.02,Best Customers
87579.0,2,8029.72,2016,6,51,78045,78045.0,565,2.125,3251.875,1.8333333333333333,3216.3333333333335,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,0.0,Best Customers
73544.0,1,4157.7,2016,2,0,0,0.0,0,0.0,0.0,0.0,0.0,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1,1.0,Lowest Value customers
73862.0,2,13367.87,2013,4,35,50206,50206.0,1020,1.4583333333333333,2091.9166666666665,1.75,2759.9166666666665,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0.0,Best Customers
50298.0,1,5318.9,2014,12,32,37915,37915.0,0,1.3333333333333333,1579.7916666666667,1.5833333333333333,1917.75,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.04,Only uses when discounts
67664.0,1,8237.25,2013,4,31,48746,48746.0,521,1.2916666666666667,2031.0833333333333,2.0833333333333335,2898.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1,0.18,Only uses when discounts
73317.0,2,6785.54,2015,6,31,48398,48398.0,400,1.2916666666666667,2016.5833333333333,1.5,2377.75,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.03,Only uses when discounts
73313.0,1,21766.83,2013,8,35,63336,63336.0,1276,1.4583333333333333,2639.0,1.5,2457.8333333333335,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,0.02,Best Customers
73455.0,2,9048.98,2017,7,22,22319,22319.0,745,0.9166666666666666,929.9583333333334,0.5833333333333334,400.8333333333333,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.03,Only uses when discounts
73328.0,1,4034.93,2018,2,50,78701,118051.5,553,4.545454545454546,7154.636363636364,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0.07,Best Customers
76527.0,3,6033.22,2017,8,31,42371,42371.0,1711,1.2916666666666667,1765.4583333333333,0.25,269.0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0.02,Only uses when discounts
73945.0,2,4348.14,2018,6,46,57838,57838.0,1215,1.9166666666666667,2409.9166666666665,2.5,3035.9166666666665,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0.01,Best Customers
75819.0,1,4179.49,2017,3,40,51366,51366.0,447,1.6666666666666667,2140.25,1.3333333333333333,2009.6666666666667,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.0,Best Customers
75462.0,2,6744.19,2016,4,44,65857,65857.0,334,1.8333333333333333,2744.0416666666665,1.6666666666666667,2736.1666666666665,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0.0,Best Customers
53244.0,2,3351.57,2016,4,34,43609,43609.0,1599,1.4166666666666667,1817.0416666666667,1.5,1594.1666666666667,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.0,Best Customers
73544.0,2,3133.02,2015,6,32,47120,47120.0,0,1.3333333333333333,1963.3333333333333,0.5,386.0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0.03,Only uses when discounts
84988.0,3,10656.88,2017,11,25,33639,33639.0,671,1.0416666666666667,1401.625,0.25,352.25,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.01,Only uses when discounts
73328.0,1,9657.58,2013,8,35,47097,47097.0,511,1.4583333333333333,1962.375,1.1666666666666667,1460.1666666666667,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.03,Best Customers
54946.0,2,9407.45,2015,1,26,35798,35798.0,633,1.0833333333333333,1491.5833333333333,1.5,1900.1666666666667,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.05,Only uses when discounts
102702.0,1,7725.54,2014,9,0,0,0.0,0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,1.0,Lowest Value customers
101381.0,1,2780.73,2012,4,40,57443,57443.0,463,1.6666666666666667,2393.4583333333335,1.3333333333333333,1975.4166666666667,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.0,Best Customers
92396.0,2,8838.09,2016,7,28,48757,48757.0,485,1.1666666666666667,2031.5416666666667,1.0,1903.4166666666667,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0,Only uses when discounts
81063.0,3,5608.32,2012,7,41,48771,48771.0,1079,1.7083333333333333,2032.125,1.5,1588.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0,Best Customers
74408.0,1,2586.81,2015,1,0,0,0.0,0,0.0,0.0,0.0,0.0,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1,1.0,Lowest Value customers
90175.0,1,3867.97,2018,1,26,38476,38476.0,436,1.0833333333333333,1603.1666666666667,0.0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.01,Only uses when discounts
70127.0,3,7787.43,2016,1,32,47708,47708.0,557,1.3333333333333333,1987.8333333333333,1.25,1842.75,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0,0.0,Only uses when discounts
73008.0,1,2224.09,2014,8,0,0,0.0,0,0.0,0.0,0.0,0.0,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1.0,Lowest Value customers
73455.0,1,6745.25,2015,5,44,58961,58961.0,1365,1.8333333333333333,2456.7083333333335,2.3333333333333335,2720.8333333333335,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.04,Best Customers
250253.0,1,8509.85,2014,8,33,52856,52856.0,531,1.375,2202.3333333333335,1.6666666666666667,2171.0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0.01,Only uses when discounts
72907.0,1,3731.5,2013,4,34,52644,52644.0,964,1.4166666666666667,2193.5,1.0833333333333333,1842.3333333333333,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,0.02,Best Customers
65673.0,1,4605.04,2013,7,0,0,0.0,0,0.0,0.0,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1,1.0,Lowest Value customers
62915.0,1,26730.06,2013,4,31,43384,43384.0,934,1.2916666666666667,1807.6666666666667,1.25,1455.8333333333333,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0,0.0,Only uses when discounts
87462.0,2,4277.56,2013,10,44,62643,62643.0,976,1.8333333333333333,2610.125,1.8333333333333333,2476.9166666666665,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0.01,Best Customers
105034.0,3,5727.33,2013,7,40,50197,50197.0,1733,1.6666666666666667,2091.5416666666665,1.3333333333333333,1407.8333333333333,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.01,Best Customers
86098.0,1,4202.66,2013,11,39,63004,63004.0,1219,1.625,2625.1666666666665,1.5833333333333333,2870.0833333333335,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0.02,Best Customers
63372.0,3,21886.2,2018,12,0,0,0.0,0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1,1.0,Lowest Value customers
51573.0,1,6005.21,2014,1,0,0,0.0,0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1,1.0,Lowest Value customers
78247.0,3,7199.65,2018,2,42,58584,87876.0,1257,3.8181818181818183,5325.818181818182,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.07,Best Customers
61093.0,1,12379.57,2018,6,8,12016,12016.0,855,0.3333333333333333,500.6666666666667,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.02,Only uses when discounts
75720.0,3,29589.94,2014,9,41,63047,63047.0,2219,1.7083333333333333,2626.9583333333335,1.5833333333333333,2971.4166666666665,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.0,Best Customers
67569.0,2,8860.65,2016,3,52,76938,76938.0,0,2.1666666666666665,3205.75,1.9166666666666667,2556.4166666666665,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.0,Best Customers
77118.0,2,4928.4,2013,7,25,34442,34442.0,1291,1.0416666666666667,1435.0833333333333,0.75,1528.75,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0.05,Only uses when discounts
73008.0,1,4135.78,2012,12,39,72394,72394.0,950,1.625,3016.4166666666665,1.8333333333333333,3568.25,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.04,Best Customers
87987.0,2,2913.48,2018,7,12,10303,10303.0,613,0.5,429.2916666666667,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.04,Only uses when discounts
87853.0,2,13027.42,2015,5,38,60663,60663.0,1849,1.5833333333333333,2527.625,1.5833333333333333,2554.9166666666665,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,0.0,Best Customers
74651.0,2,7840.17,2012,6,0,0,0.0,0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1,1.0,Lowest Value customers
72896.0,1,2336.18,2016,5,2,1722,1722.0,465,0.08333333333333333,71.75,0.16666666666666666,143.5,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1,0.95,Lowest Value customers
91789.0,1,13759.15,2014,10,0,0,0.0,0,0.0,0.0,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1,1.0,Lowest Value customers
97616.0,2,4315.67,2014,2,36,54292,54292.0,1356,1.5,2262.1666666666665,1.9166666666666667,3016.75,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.02,Best Customers
